arrival_time,service_start_time,response_time,request_group,source,queue_length_before,queue_length_after,queueing_delay,end_to_end_latency
0.0,0.0,0.005,0,burst_1_n10,1,0,0.0,0.005
0.007063191813597538,0.113325813625,0.13865726703125,0,burst_1_n10,9,8,0.10626262181140246,0.13159407521765246
0.011635419918110367,0.19732581362500007,0.22265726703125008,0,burst_1_n10,8,7,0.1856903937068897,0.2110218471131397
0.02340887632988426,0.2363258136250001,0.26165726703125014,0,burst_1_n10,7,6,0.21291693729511585,0.23824839070136586
0.026851958857896877,0.26932581362500013,0.29465726703125017,0,burst_1_n10,6,5,0.24247385476710326,0.2678053081733533
0.0369686597199132,0.3743258136250002,0.37932581362500023,0,burst_1_n10,5,4,0.337357153905087,0.34235715390508703
0.044634580123454434,0.4403258136250003,0.4656572670312503,0,burst_1_n10,4,3,0.39569123350154584,0.4210226869077959
0.04786976464021021,0.5543258136250003,0.5796572670312503,0,burst_1_n10,3,2,0.5064560489847901,0.5317875023910401
0.057576839198137865,0.6683258136250004,0.6936572670312504,0,burst_1_n10,2,1,0.6107489744268626,0.6360804278331126
0.06051677667970245,0.7193258136250005,0.7243258136250005,0,burst_1_n10,1,0,0.658809036945298,0.663809036945298
0.8258695313519856,0.8258695313519856,0.8512009847582356,1,burst_2_n30,1,0,0.0,0.025331453406250003
0.8292754494514601,0.9358582517894856,0.9408582517894856,1,burst_2_n30,12,11,0.10658280233802542,0.11158280233802542
0.8329817168436118,0.9898582517894856,1.0151897051957357,1,burst_2_n30,18,17,0.15687653494587384,0.18220798835212385
0.8414947931672639,1.0828582517894827,1.1081897051957328,1,burst_2_n30,27,26,0.24136345862221875,0.2666949120284688
0.8558014637625413,1.1098582517894817,1.1351897051957318,1,burst_2_n30,26,25,0.2540567880269404,0.27938824143319047
0.8599842120030962,1.1428582517894805,1.1681897051957306,1,burst_2_n30,25,24,0.28287403978638437,0.3082054931926344
0.8655988530934372,1.1608582517894799,1.18618970519573,1,burst_2_n30,24,23,0.2952593986960427,0.3205908521022927
0.8770338914960777,1.2268582517894775,1.2521897051957276,1,burst_2_n30,23,22,0.3498243602933998,0.37515581369964984
0.8930809002674586,1.2628582517894762,1.2678582517894763,1,burst_2_n30,22,21,0.3697773515220176,0.37477735152201763
0.9037911827275505,1.2808582517894755,1.2858582517894757,1,burst_2_n30,21,20,0.377067069061925,0.382067069061925
0.9119033815625218,1.4308582517894701,1.4358582517894702,1,burst_2_n30,20,19,0.5189548702269483,0.5239548702269483
0.9283614550830599,1.4848582517894682,1.4898582517894683,1,burst_2_n30,19,18,0.5564967967064083,0.5614967967064083
0.9314322456839556,1.5238582517894668,1.5288582517894667,1,burst_2_n30,18,17,0.5924260061055112,0.5974260061055112
0.9461941914942565,1.5658582517894652,1.5911897051957151,1,burst_2_n30,17,16,0.6196640602952087,0.6449955137014587
0.9527645652174327,1.652858251789462,1.6781897051957122,1,burst_2_n30,16,15,0.7000936865720294,0.7254251399782794
0.9572418384177798,1.7548582517894584,1.7801897051957085,1,burst_2_n30,15,14,0.7976164133716787,0.8229478667779286
0.9613380466461082,1.796858251789457,1.822189705195707,1,burst_2_n30,14,13,0.8355202051433487,0.8608516585495987
0.968180184913176,1.8538582517894548,1.8588582517894547,1,burst_2_n30,13,12,0.8856780668762788,0.8906780668762788
0.9823324044845045,1.8688582517894543,1.8738582517894544,1,burst_2_n30,12,11,0.8865258473049498,0.8915258473049498
0.9873348643554093,1.8958582517894533,1.9211897051957032,1,burst_2_n30,11,10,0.908523387434044,0.933854840840294
0.9981099067121488,1.904858251789453,1.9098582517894531,1,burst_2_n30,10,9,0.9067483450773042,0.9117483450773042
1.009710260664686,1.9468582517894515,1.9518582517894516,1,burst_2_n30,9,8,0.9371479911247655,0.9421479911247655
1.0174727852799366,2.0158582517894503,2.0411897051957,1,burst_2_n30,8,7,0.9983854665095138,1.0237169199157636
1.0277603055861542,2.030858251789451,2.0561897051957008,1,burst_2_n30,7,6,1.0030979462032967,1.0284293996095466
1.03106446682577,2.1208582517894543,2.125858251789454,1,burst_2_n30,6,5,1.0897937849636843,1.0947937849636842
1.0343227236732837,2.144858251789455,2.149858251789455,1,burst_2_n30,5,4,1.1105355281161715,1.1155355281161714
1.039688529137882,2.1508582517894554,2.1761897051957053,1,burst_2_n30,4,3,1.1111697226515735,1.1365011760578234
1.0518862887516995,2.2558582517894594,2.2608582517894593,1,burst_2_n30,3,2,1.2039719630377599,1.2089719630377598
1.060443617953339,2.318858251789462,2.3238582517894617,1,burst_2_n30,2,1,1.2584146338361228,1.2634146338361227
1.0673673372067647,2.348858251789463,2.374189705195713,1,burst_2_n30,1,0,1.2814909145826983,1.3068223679889481
3.2969221568348193,3.2969221568348193,3.322253610241069,2,burst_3_n50,1,0,0.0,0.025331453406250003
3.3058480118545583,3.4189108772723205,3.4442423306785703,2,burst_3_n50,11,10,0.11306286541776212,0.13839431882401212
3.3125646566093954,3.4399108772723213,3.444910877272321,2,burst_3_n50,12,11,0.1273462206629259,0.1323462206629259
3.3264037211433193,3.4999108772723235,3.5049108772723234,2,burst_3_n50,18,17,0.17350715612900425,0.17850715612900425
3.338869240989025,3.508910877272324,3.5342423306785737,2,burst_3_n50,17,16,0.17004163628329882,0.19537308968954883
3.344784230743424,3.5209108772723243,3.546242330678574,2,burst_3_n50,18,17,0.1761266465289002,0.2014580999351502
3.355455932171149,3.727910877272332,3.732910877272332,2,burst_3_n50,38,37,0.3724549451011834,0.3774549451011834
3.365418761826034,3.748910877272333,3.753910877272333,2,burst_3_n50,40,39,0.38349211544629913,0.38849211544629914
3.380420741762291,3.9469108772723405,3.9722423306785903,2,burst_3_n50,42,41,0.5664901355100493,0.5918215889162993
3.393324753930216,3.9979108772723424,4.002910877272343,2,burst_3_n50,41,40,0.6045861233421266,0.6095861233421266
3.3998710577446345,4.048910877272344,4.053910877272344,2,burst_3_n50,40,39,0.6490398195277094,0.6540398195277094
3.4163855755485275,4.114910877272346,4.119910877272346,2,burst_3_n50,39,38,0.6985253017238189,0.7035253017238189
3.420485722755399,4.159910877272348,4.164910877272348,2,burst_3_n50,38,37,0.7394251545169492,0.7444251545169492
3.428906691389106,4.309910877272354,4.335242330678604,2,burst_3_n50,37,36,0.8810041858832478,0.9063356392894978
3.4422095207748455,4.372910877272356,4.398242330678606,2,burst_3_n50,36,35,0.9307013564975106,0.9560328099037606
3.4467980980739568,4.399910877272357,4.425242330678607,2,burst_3_n50,35,34,0.9531127791984004,0.9784442326046504
3.4562391667208083,4.420910877272358,4.425910877272358,2,burst_3_n50,34,33,0.9646717105515497,0.9696717105515497
3.4592037512222915,4.46291087727236,4.4679108772723595,2,burst_3_n50,33,32,1.003707126050068,1.008707126050068
3.4712260595563866,4.74791087727237,4.75291087727237,2,burst_3_n50,32,31,1.2766848177159837,1.2816848177159836
3.484635880029851,4.762910877272371,4.788242330678621,2,burst_3_n50,31,30,1.2782749972425198,1.3036064506487697
3.4952874535698455,4.945910877272378,4.950910877272378,2,burst_3_n50,30,29,1.4506234237025324,1.4556234237025323
3.51029433406021,5.01191087727238,5.03724233067863,2,burst_3_n50,29,28,1.5016165432121702,1.52694799661842
3.517212298245223,5.026910877272381,5.052242330678631,2,burst_3_n50,28,27,1.509698579027158,1.5350300324334079
3.5296245515195634,5.110910877272384,5.136242330678634,2,burst_3_n50,27,26,1.5812863257528207,1.6066177791590706
3.540583477749876,5.137910877272385,5.163242330678635,2,burst_3_n50,26,25,1.5973273995225092,1.622658852928759
3.551333968691544,5.182910877272387,5.187910877272387,2,burst_3_n50,25,24,1.631576908580843,1.6365769085808428
3.5603033254622845,5.203910877272388,5.2292423306786375,2,burst_3_n50,24,23,1.6436075518101032,1.668939005216353
3.574798861501665,5.218910877272388,5.223910877272388,2,burst_3_n50,23,22,1.6441120157707232,1.649112015770723
3.590802269271219,5.248910877272389,5.274242330678639,2,burst_3_n50,22,21,1.6581086080011702,1.68344006140742
3.600029285330062,5.350910877272393,5.376242330678643,2,burst_3_n50,21,20,1.7508815919423313,1.7762130453485812
3.611993077088897,5.380910877272394,5.385910877272394,2,burst_3_n50,20,19,1.7689178001834973,1.7739178001834972
3.615266716846297,5.512910877272399,5.517910877272399,2,burst_3_n50,19,18,1.8976441604261023,1.9026441604261022
3.6277682019530806,5.557910877272401,5.583242330678651,2,burst_3_n50,18,17,1.9301426753193205,1.9554741287255704
3.639486857458279,5.614910877272403,5.640242330678653,2,burst_3_n50,17,16,1.9754240198141244,2.0007554732203747
3.6561874389865983,5.710910877272407,5.715910877272407,2,burst_3_n50,16,15,2.0547234382858086,2.0597234382858085
3.6704231559137783,5.743910877272408,5.769242330678658,2,burst_3_n50,15,14,2.07348772135863,2.0988191747648797
3.676921331575934,5.7799108772724095,5.805242330678659,2,burst_3_n50,14,13,2.1029895456964756,2.1283209991027254
3.6848767283471666,5.78891087727241,5.79391087727241,2,burst_3_n50,13,12,2.104034148925243,2.109034148925243
3.696905327455899,5.80391087727241,5.82924233067866,2,burst_3_n50,12,11,2.1070055498165114,2.1323370032227613
3.6996302336198994,5.857910877272412,5.883242330678662,2,burst_3_n50,11,10,2.158280643652513,2.183612097058763
3.708678645742616,5.863910877272413,5.868910877272413,2,burst_3_n50,10,9,2.1552322315297965,2.1602322315297964
3.7134985423988702,6.031910877272419,6.036910877272419,2,burst_3_n50,9,8,2.318412334873549,2.3234123348735487
3.7175847218394074,6.091910877272421,6.117242330678671,2,burst_3_n50,8,7,2.374326155433014,2.399657608839264
3.720833665477778,6.220910877272426,6.225910877272426,2,burst_3_n50,7,6,2.500077211794648,2.505077211794648
3.7342962205117822,6.2539108772724274,6.279242330678677,2,burst_3_n50,6,5,2.519614656760645,2.544946110166895
3.7385587197088515,6.2809108772724285,6.306242330678678,2,burst_3_n50,5,4,2.542352157563577,2.567683610969827
3.744524373314087,6.424910877272434,6.450242330678684,2,burst_3_n50,4,3,2.680386503958347,2.705717957364597
3.7525540490392055,6.463910877272435,6.489242330678685,2,burst_3_n50,3,2,2.71135682823323,2.7366882816394797
3.7675025254666243,6.6259108772724415,6.651242330678691,2,burst_3_n50,2,1,2.858408351805817,2.883739805212067
3.7710628962039063,6.682910877272444,6.687910877272444,2,burst_3_n50,1,0,2.9118479810685374,2.9168479810685373
7.342833290517078,7.342833290517078,7.347833290517078,3,burst_4_n70,1,0,0.0,0.005
