time,queue_length
15.082521233954294,59
15.109521233954295,59
15.109521233954295,58
15.118521233954295,58
15.118521233954295,57
15.136521233954296,57
15.136521233954296,56
15.151521233954297,56
15.151521233954297,55
15.157521233954297,55
15.157521233954297,54
15.274521233954301,54
15.274521233954301,53
15.349521233954304,53
15.349521233954304,52
15.469521233954309,52
15.469521233954309,51
15.49052123395431,51
15.49052123395431,50
15.52352123395431,50
15.52352123395431,49
15.664521233954316,49
15.664521233954316,48
15.709521233954318,48
15.709521233954318,47
15.820521233954322,47
15.820521233954322,46
15.937521233954326,46
15.937521233954326,45
15.979521233954328,45
15.979521233954328,44
15.991521233954328,44
15.991521233954328,43
15.997521233954329,43
15.997521233954329,42
16.05152123395433,42
16.05152123395433,41
16.240521233954336,41
16.240521233954336,40
16.30052123395434,40
16.30052123395434,39
16.32752123395434,39
16.32752123395434,38
16.34252123395434,38
16.34252123395434,37
16.35752123395434,37
16.35752123395434,36
16.480521233954345,36
16.480521233954345,35
16.58252123395435,35
16.58252123395435,34
16.61252123395435,34
16.61252123395435,33
16.64252123395435,33
16.64252123395435,32
16.672521233954352,32
16.672521233954352,31
16.750521233954355,31
16.750521233954355,30
16.87352123395436,30
16.87352123395436,29
16.927521233954362,29
16.927521233954362,28
16.999521233954365,28
16.999521233954365,27
17.011521233954365,27
17.011521233954365,26
17.12852123395437,26
17.12852123395437,25
17.17352123395437,25
17.17352123395437,24
17.197521233954372,24
17.197521233954372,23
17.320521233954377,23
17.320521233954377,22
17.335521233954378,22
17.335521233954378,21
17.37752123395438,21
17.37752123395438,20
17.44052123395438,20
17.44052123395438,19
17.512521233954384,19
17.512521233954384,18
17.545521233954386,18
17.545521233954386,17
17.67152123395439,17
17.67152123395439,16
17.69252123395439,16
17.69252123395439,15
17.719521233954392,15
17.719521233954392,14
17.746521233954393,14
17.746521233954393,13
17.779521233954394,13
17.779521233954394,12
17.848521233954397,12
17.848521233954397,11
18.058521233954405,11
18.058521233954405,10
18.085521233954406,10
18.085521233954406,9
18.16052123395441,9
18.16052123395441,8
18.20852123395441,8
18.20852123395441,7
18.304521233954414,7
18.304521233954414,6
18.313521233954415,6
18.313521233954415,5
18.340521233954416,5
18.340521233954416,4
18.349521233954416,4
18.349521233954416,3
18.364521233954417,3
18.364521233954417,2
18.553521233954424,2
18.553521233954424,1
18.69152123395443,1
18.69152123395443,0
