Stash_Size,Queue_Length,CDF
0,0,0.0
0,0,0.00020004000800160032
0,1,0.00040008001600320064
0,2,0.000600120024004801
0,3,0.0008001600320064013
0,4,0.0010002000400080016
0,5,0.001200240048009602
0,6,0.0014002800560112022
0,7,0.0016003200640128026
0,8,0.0018003600720144029
0,9,0.002000400080016003
0,10,0.0022004400880176033
0,11,0.002400480096019204
0,12,0.002600520104020804
0,13,0.0028005601120224045
0,14,0.0030006001200240046
0,15,0.003200640128025605
0,16,0.0034006801360272052
0,17,0.0036007201440288058
0,18,0.003800760152030406
0,19,0.004000800160032006
0,20,0.004200840168033607
0,21,0.004400880176035207
0,22,0.004600920184036807
0,23,0.004800960192038408
0,24,0.005001000200040008
0,25,0.005201040208041608
0,26,0.0054010802160432084
0,27,0.005601120224044809
0,27,0.0058011602320464095
0,28,0.006001200240048009
0,29,0.00620124024804961
0,30,0.00640128025605121
0,31,0.006601320264052811
0,32,0.0068013602720544105
0,33,0.007001400280056011
0,34,0.0072014402880576115
0,35,0.007401480296059212
0,36,0.007601520304060812
0,37,0.007801560312062412
0,38,0.008001600320064013
0,39,0.008201640328065612
0,40,0.008401680336067214
0,41,0.008601720344068814
0,42,0.008801760352070413
0,43,0.009001800360072015
0,44,0.009201840368073614
0,45,0.009401880376075216
0,46,0.009601920384076815
0,47,0.009801960392078415
0,48,0.010002000400080016
0,49,0.010202040408081616
0,50,0.010402080416083216
0,51,0.010602120424084817
0,52,0.010802160432086417
0,53,0.011002200440088018
0,54,0.011202240448089618
0,55,0.011402280456091218
0,55,0.011602320464092819
0,56,0.011802360472094419
0,57,0.012002400480096018
0,58,0.01220244048809762
0,59,0.01240248049609922
0,60,0.01260252050410082
0,61,0.01280256051210242
0,62,0.01300260052010402
0,63,0.013202640528105622
0,64,0.013402680536107221
0,65,0.013602720544108821
0,66,0.013802760552110422
0,67,0.014002800560112022
0,68,0.014202840568113623
0,69,0.014402880576115223
0,70,0.014602920584116823
0,71,0.014802960592118424
0,72,0.015003000600120024
0,73,0.015203040608121624
0,74,0.015403080616123225
0,75,0.015603120624124825
0,76,0.015803160632126424
0,77,0.016003200640128026
0,78,0.016203240648129627
0,79,0.016403280656131225
0,80,0.016603320664132826
0,81,0.016803360672134428
0,82,0.017003400680136026
0,83,0.017203440688137627
0,84,0.01740348069613923
0,85,0.017603520704140826
0,86,0.017803560712142428
0,87,0.01800360072014403
0,88,0.01820364072814563
0,89,0.01840368073614723
0,90,0.01860372074414883
0,91,0.01880376075215043
0,92,0.01900380076015203
0,93,0.01920384076815363
0,94,0.019403880776155232
0,94,0.01960392078415683
0,95,0.01980396079215843
0,96,0.020004000800160033
0,97,0.02020404080816163
0,98,0.020404080816163232
0,99,0.020604120824164834
0,100,0.02080416083216643
0,101,0.021004200840168033
0,102,0.021204240848169634
0,103,0.021404280856171236
0,104,0.021604320864172834
0,105,0.021804360872174435
0,106,0.022004400880176037
0,107,0.022204440888177635
0,108,0.022404480896179236
0,109,0.022604520904180837
0,110,0.022804560912182435
0,111,0.023004600920184037
0,112,0.023204640928185638
0,113,0.023404680936187236
0,114,0.023604720944188837
0,115,0.02380476095219044
0,116,0.024004800960192037
0,117,0.024204840968193638
0,118,0.02440488097619524
0,119,0.02460492098419684
0,120,0.02480496099219844
0,121,0.02500500100020004
0,122,0.02520504100820164
0,123,0.02540508101620324
0,124,0.02560512102420484
0,125,0.025805161032206442
0,126,0.02600520104020804
0,127,0.026205241048209642
0,128,0.026405281056211243
0,129,0.02660532106421284
0,130,0.026805361072214443
0,131,0.027005401080216044
0,132,0.027205441088217642
0,133,0.027405481096219243
0,134,0.027605521104220845
0,135,0.027805561112222446
0,136,0.028005601120224044
0,137,0.028205641128225645
0,138,0.028405681136227247
0,139,0.028605721144228845
0,140,0.028805761152230446
0,141,0.029005801160232048
0,142,0.029205841168233646
0,143,0.029405881176235247
0,144,0.02960592118423685
0,145,0.029805961192238446
0,145,0.030006001200240048
0,146,0.03020604120824165
0,147,0.030406081216243247
0,148,0.03060612122424485
0,149,0.03080616123224645
0,150,0.03100620124024805
0,151,0.03120624124824965
0,152,0.03140628125625125
0,153,0.03160632126425285
0,154,0.03180636127225445
0,155,0.03200640128025605
0,156,0.03220644128825765
0,157,0.032406481296259254
0,158,0.03260652130426085
0,159,0.03280656131226245
0,160,0.033006601320264055
0,161,0.03320664132826565
0,162,0.03340668133626725
0,163,0.033606721344268856
0,164,0.033806761352270454
0,165,0.03400680136027205
0,166,0.034206841368273656
0,167,0.034406881376275254
0,168,0.03460692138427685
0,169,0.03480696139227846
0,170,0.035007001400280055
0,171,0.03520704140828165
0,172,0.03540708141628326
0,173,0.035607121424284856
0,174,0.03580716143228646
0,175,0.03600720144028806
0,176,0.036207241448289657
0,177,0.03640728145629126
0,178,0.03660732146429286
0,179,0.03680736147229446
0,180,0.03700740148029606
0,181,0.03720744148829766
0,182,0.03740748149629926
0,182,0.03760752150430086
0,183,0.03780756151230246
0,184,0.03800760152030406
0,185,0.038207641528305664
0,186,0.03840768153630726
0,187,0.03860772154430886
0,188,0.038807761552310464
0,189,0.03900780156031206
0,190,0.03920784156831366
0,191,0.039407881576315265
0,192,0.03960792158431686
0,193,0.03980796159231846
0,194,0.040008001600320066
0,195,0.040208041608321664
0,196,0.04040808161632326
0,197,0.04060812162432487
0,198,0.040808161632326465
0,199,0.04100820164032806
0,200,0.04120824164832967
0,201,0.041408281656331265
0,202,0.04160832166433286
0,203,0.04180836167233447
0,204,0.042008401680336066
0,205,0.04220844168833767
0,206,0.04240848169633927
0,207,0.04260852170434087
0,208,0.04280856171234247
0,209,0.04300860172034407
0,210,0.04320864172834567
0,211,0.04340868173634727
0,212,0.04360872174434887
0,212,0.04380876175235047
0,213,0.04400880176035207
0,214,0.04420884176835367
0,215,0.04440888177635527
0,216,0.044608921784356874
0,217,0.04480896179235847
0,218,0.04500900180036007
0,219,0.045209041808361675
0,220,0.04540908181636327
0,221,0.04560912182436487
0,222,0.045809161832366475
0,223,0.04600920184036807
0,224,0.04620924184836967
0,225,0.046409281856371276
0,226,0.046609321864372874
0,227,0.04680936187237447
0,228,0.04700940188037608
0,229,0.047209441888377675
0,230,0.04740948189637927
0,231,0.04760952190438088
0,232,0.047809561912382476
0,233,0.048009601920384073
0,234,0.04820964192838568
0,235,0.048409681936387276
0,236,0.04860972194438888
0,237,0.04880976195239048
0,238,0.04900980196039208
0,239,0.04920984196839368
0,240,0.04940988197639528
0,241,0.04960992198439688
0,242,0.04980996199239848
0,243,0.05001000200040008
0,244,0.05021004200840168
0,245,0.05041008201640328
0,246,0.05061012202440488
0,247,0.05081016203240648
0,248,0.051010202040408084
0,249,0.05121024204840968
0,250,0.05141028205641128
0,251,0.051610322064412885
0,252,0.05181036207241448
0,253,0.05201040208041608
0,253,0.052210442088417686
0,254,0.052410482096419284
0,255,0.05261052210442088
0,256,0.052810562112422486
0,257,0.053010602120424084
0,258,0.05321064212842568
0,259,0.05341068213642729
0,260,0.053610722144428885
0,261,0.05381076215243048
0,262,0.05401080216043209
0,263,0.054210842168433686
0,264,0.054410882176435284
0,265,0.05461092218443689
0,266,0.05481096219243849
0,267,0.05501100220044009
0,268,0.05521104220844169
0,269,0.05541108221644329
0,270,0.05561112222444489
0,271,0.05581116223244649
0,272,0.05601120224044809
0,273,0.05621124224844969
0,274,0.05641128225645129
0,275,0.05661132226445289
0,276,0.056811362272454494
0,277,0.05701140228045609
0,278,0.05721144228845769
0,279,0.057411482296459294
0,280,0.05761152230446089
0,281,0.05781156231246249
0,282,0.058011602320464095
0,283,0.05821164232846569
0,284,0.05841168233646729
0,285,0.058611722344468896
0,286,0.058811762352470494
0,287,0.05901180236047209
0,288,0.0592118423684737
0,289,0.059411882376475295
0,290,0.05961192238447689
0,291,0.0598119623924785
0,292,0.060012002400480095
0,293,0.06021204240848169
0,294,0.0604120824164833
0,295,0.060612122424484896
0,296,0.060812162432486494
0,297,0.0610122024404881
0,298,0.0612122424484897
0,299,0.0614122824564913
0,300,0.0616123224644929
0,301,0.0618123624724945
0,301,0.0620124024804961
0,302,0.0622124424884977
0,303,0.0624124824964993
0,304,0.0626125225045009
0,305,0.0628125625125025
0,306,0.0630126025205041
0,307,0.0632126425285057
0,308,0.0634126825365073
0,309,0.0636127225445089
0,310,0.0638127625525105
0,311,0.0640128025605121
0,312,0.0642128425685137
0,313,0.0644128825765153
0,314,0.06461292258451691
0,315,0.06481296259251851
0,316,0.0650130026005201
0,317,0.0652130426085217
0,318,0.0654130826165233
0,319,0.0656131226245249
0,320,0.06581316263252651
0,321,0.06601320264052811
0,322,0.06621324264852971
0,323,0.0664132826565313
0,324,0.0666133226645329
0,325,0.0668133626725345
0,326,0.06701340268053611
0,327,0.06721344268853771
0,328,0.06741348269653931
0,329,0.06761352270454091
0,330,0.0678135627125425
0,331,0.0680136027205441
0,332,0.06821364272854571
0,333,0.06841368273654731
0,334,0.06861372274454891
0,335,0.06881376275255051
0,336,0.0690138027605521
0,337,0.0692138427685537
0,338,0.06941388277655532
0,339,0.06961392278455691
0,340,0.06981396279255851
0,341,0.07001400280056011
0,342,0.07021404280856171
0,343,0.0704140828165633
0,344,0.07061412282456492
0,345,0.07081416283256652
0,346,0.07101420284056811
0,347,0.07121424284856971
0,348,0.07141428285657131
0,349,0.07161432286457292
0,350,0.07181436287257452
0,350,0.07201440288057612
0,351,0.07221444288857772
0,352,0.07241448289657931
0,353,0.07261452290458091
0,354,0.07281456291258252
0,355,0.07301460292058412
0,356,0.07321464292858572
0,357,0.07341468293658732
0,358,0.07361472294458891
0,359,0.07381476295259051
0,360,0.07401480296059212
0,361,0.07421484296859372
0,362,0.07441488297659532
0,363,0.07461492298459692
0,364,0.07481496299259852
0,365,0.07501500300060011
0,366,0.07521504300860173
0,367,0.07541508301660332
0,368,0.07561512302460492
0,369,0.07581516303260652
0,370,0.07601520304060812
0,371,0.07621524304860972
0,372,0.07641528305661133
0,373,0.07661532306461293
0,374,0.07681536307261452
0,375,0.07701540308061612
0,376,0.07721544308861772
0,377,0.07741548309661932
0,377,0.07761552310462093
0,378,0.07781556311262253
0,379,0.07801560312062412
0,380,0.07821564312862572
0,381,0.07841568313662732
0,382,0.07861572314462893
0,383,0.07881576315263053
0,384,0.07901580316063213
0,385,0.07921584316863373
0,386,0.07941588317663532
0,387,0.07961592318463692
0,388,0.07981596319263853
0,389,0.08001600320064013
0,390,0.08021604320864173
0,391,0.08041608321664333
1,392,0.08061612322464493
1,393,0.08081616323264652
1,394,0.08101620324064814
1,395,0.08121624324864973
1,396,0.08141628325665133
1,397,0.08161632326465293
1,398,0.08181636327265453
1,399,0.08201640328065612
1,400,0.08221644328865774
1,401,0.08241648329665933
1,402,0.08261652330466093
1,403,0.08281656331266253
1,404,0.08301660332066413
1,405,0.08321664332866573
1,406,0.08341668333666734
1,406,0.08361672334466894
1,407,0.08381676335267053
1,408,0.08401680336067213
1,409,0.08421684336867373
1,410,0.08441688337667534
1,411,0.08461692338467694
1,412,0.08481696339267854
1,413,0.08501700340068014
1,414,0.08521704340868173
1,415,0.08541708341668333
1,416,0.08561712342468494
1,417,0.08581716343268654
1,418,0.08601720344068814
1,419,0.08621724344868974
1,420,0.08641728345669134
1,421,0.08661732346469293
